epoch,step,train/base_loss_epoch,train/base_loss_step,train/component_loss_epoch,train/component_loss_step,train/cosmology_loss_epoch,train/cosmology_loss_step,train/cosmology_specific_loss_epoch,train/cosmology_specific_loss_step,train/hard_negative_cosmology_epoch,train/hard_negative_cosmology_step,train/lr,train/matter_loss_epoch,train/matter_loss_step,train/pretrained_alignment_epoch,train/pretrained_alignment_step,train/pretrained_guidance_epoch,train/pretrained_guidance_step,train/total_loss_epoch,train/total_loss_step,train/weight_component_epoch,train/weight_component_step,train/weight_cosmology_epoch,train/weight_cosmology_step,train/weight_matter_epoch,train/weight_matter_step,val/base_loss,val/component_loss,val/cosmology_loss,val/cosmology_silhouette,val/cosmology_specific_loss,val/hard_negative_cosmology,val/matter_loss,val/pretrained_guidance,val/total_loss
0,4,,100.06782531738281,,6.499447345733643,,5.063703536987305,,2.43994140625,,27.265625,0.00019999999494757503,,12.993925094604492,,0.4453125,,0.38985615968704224,,101.28779602050781,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,9,,99.78182983398438,,9.93310260772705,,8.31364917755127,,3.220005512237549,,25.65625,0.00019999999494757503,,14.926813125610352,,0.484375,,0.3591325283050537,,101.39183044433594,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,14,,90.49159240722656,,25.209991455078125,,21.077733993530273,,2.991743564605713,,15.3125,0.00019999999494757503,,25.727006912231445,,0.40625,,0.3626084327697754,,91.98746490478516,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,19,,90.39498901367188,,24.993871688842773,,20.86789894104004,,2.443758964538574,,15.1796875,0.00019999999494757503,,26.312084197998047,,0.5078125,,0.3097710609436035,,91.61686706542969,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,24,,85.3984146118164,,20.997190475463867,,19.677574157714844,,2.7269287109375,,14.1171875,0.00019999999494757503,,26.342323303222656,,0.4921875,,0.287198930978775,,86.76187896728516,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,29,,84.5802001953125,,25.09980583190918,,20.667369842529297,,3.2428090572357178,,13.421875,0.00019999999494757503,,26.0196590423584,,0.46875,,0.22345489263534546,,86.20160675048828,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,34,,75.09152221679688,,23.723114013671875,,18.944292068481445,,2.6431524753570557,,9.375,0.00019999999494757503,,29.76922607421875,,0.515625,,0.30410510301589966,,76.41310119628906,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,39,,76.87252807617188,,22.509197235107422,,20.200504302978516,,2.9168198108673096,,10.8984375,0.00019999999494757503,,26.836898803710938,,0.46875,,0.2475627362728119,,78.33094024658203,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,44,,83.33592224121094,,27.713895797729492,,25.960371017456055,,3.2925968170166016,,10.0546875,0.00019999999494757503,,31.33254623413086,,0.46875,,0.27638497948646545,,84.98222351074219,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
0,49,,77.72543334960938,,28.352222442626953,,22.766813278198242,,2.747992515563965,,9.1953125,0.00019999999494757503,,29.70245361328125,,0.5859375,,0.2700749635696411,,79.09942626953125,,0.30000001192092896,,0.75,,1.0,,,,,,,,,
